fps;frame time;memory used; memory allocated;fps;drawCalls;frameTime;renderTime;gpuFrameTimeCounter;averageGpuFrameTime
284885.299999997;1728.48;0.20000000298023224;21.60;30.50;1507.54;0;0;20224;20068.97567782813
285885.3999999985;1725.83;0.3999999985098839;20.78;30.50;1764.71;0;0;20064;20081.88612724476
286885.59999999776;1732.65;0.19999999925494194;19.41;30.50;1744.19;0;0;33088;20091.4321226118
287885.69999999925;1691.83;0.19999999925494194;21.19;30.50;1796.41;0;0;19104;20098.43625027026
288886;1730.48;0.30000000074505806;19.82;30.50;1630.43;0;0;29120;20106.090737240076
289886.3999999985;1735.31;0.30000000074505806;21.65;30.50;1754.39;0;0;27744;20116.605906144385
290886.5;1741.83;0.19999999925494194;20.29;30.50;1734.10;0;0;20480;20123.055942801144
291886.59999999776;1729.83;0.19999999925494194;22.11;30.50;1785.71;0;0;22144;20131.862421854046
292886.8999999985;1729.48;0.30000000074505806;20.74;30.50;1764.71;0;0;14304;20122.20141587341
293887.299999997;1725.31;0.19999999925494194;19.37;30.50;1754.39;0;0;20544;20110.355362813727
294887.299999997;1744.00;0.10000000149011612;21.21;30.50;1754.39;0;0;21984;20098.381581723275
295887.69999999925;1727.31;0.29999999701976776;20.35;30.50;1657.46;0;0;18432;20093.889120218097
296887.799999997;1746.83;0.19999999925494194;18.99;30.50;1754.39;0;0;26272;20097.18386353345
297888;1699.66;0.09999999776482582;20.78;30.50;1775.15;0;0;19168;20105.767862916262
298888.299999997;1791.46;0.10000000149011612;19.50;30.50;3571.43;0;0;14336;20110.25609625094
299888.5;1851.63;0.5;21.44;30.50;1714.29;0;0;14336;20101.026496538983
